10.06.2021,Ukraine International Airlines,TLV,IEV,nonstop,3h 10m,560
10.06.2021,Ryanair,TLV,IEV,1 stop,24h 25m,141
10.06.2021,EL AL,TLV,IEV,nonstop,3h 15m,131
10.06.2021,ISRAIR,TLV,IEV,nonstop,3h 25m,446
10.06.2021,ISRAIR,TLV,IEV,nonstop,3h 25m,446
10.06.2021,EL AL,TLV,IEV,nonstop,3h 15m,454
10.06.2021,Ukraine International Airlines,TLV,IEV,nonstop,3h 10m,469
10.06.2021,Ukraine International Airlines,TLV,IEV,nonstop,3h 10m,471
10.06.2021,"EL AL, Wizz Air",TLV,IEV,1 stop,6h 35m,479
10.06.2021,"EL AL, Wizz Air",TLV,IEV,2 stops,10h 10m,505
10.06.2021,"EL AL, Wizz Air",TLV,IEV,2 stops,12h 35m,545
10.06.2021,"ISRAIR, Wizz Air",TLV,IEV,1 stop,13h 05m,437
10.06.2021,"Pegasus Airlines, Turkish Airlines",TLV,IEV,2 stops,10h 15m,476
10.06.2021,Smartwings,TLV,IEV,1 stop,7h 15m,461
10.06.2021,Czech Airlines,TLV,IEV,1 stop,7h 15m,476
10.06.2021,"EL AL, Wizz Air",TLV,IEV,1 stop,6h 40m,461
10.06.2021,"LOT, Wizz Air",TLV,IEV,1 stop,10h 05m,476
10.06.2021,LOT,TLV,IEV,1 stop,8h 00m,476
10.06.2021,Turkish Airlines,TLV,IEV,1 stop,10h 55m,487
10.06.2021,LOT,TLV,IEV,1 stop,12h 30m,502
10.06.2021,Turkish Airlines,TLV,IEV,1 stop,12h 40m,502
10.06.2021,Smartwings,TLV,IEV,1 stop,9h 45m,511
10.06.2021,Belavia,TLV,IEV,1 stop,9h 35m,537
10.06.2021,Czech Airlines,TLV,IEV,1 stop,9h 45m,578
10.06.2021,"EL AL, Ellinair",TLV,IEV,1 stop,6h 55m,466
10.06.2021,Turkish Airlines,TLV,IEV,2 stops,9h 00m,486
10.06.2021,"EL AL, Windrose",TLV,IEV,1 stop,13h 05m,492
10.06.2021,"Turkish Airlines, Ukraine International Airlines",TLV,IEV,1 stop,11h 35m,492
10.06.2021,SWISS,TLV,IEV,1 stop,8h 45m,492
10.06.2021,"Turkish Airlines, Ukraine International Airlines",TLV,IEV,1 stop,10h 05m,534
10.06.2021,"EL AL, SWISS",TLV,IEV,1 stop,8h 20m,560
10.06.2021,Emirates,TLV,IEV,1 stop,12h 30m,560
10.06.2021,Air France,TLV,IEV,1 stop,9h 00m,597
10.06.2021,KLM,TLV,IEV,1 stop,12h 00m,485
10.06.2021,Turkish Airlines,TLV,IEV,2 stops,11h 10m,567
10.06.2021,Turkish Airlines,TLV,IEV,2 stops,11h 10m,570
10.06.2021,"Arkia, Ukraine International Airlines",TLV,IEV,1 stop,5h 15m,570
10.06.2021,"EL AL, LOT",TLV,IEV,2 stops,10h 30m,577
10.06.2021,Lufthansa,TLV,IEV,1 stop,8h 35m,618
10.06.2021,Austrian Airlines,TLV,IEV,1 stop,6h 25m,648
10.06.2021,Austrian Airlines,TLV,IEV,1 stop,10h 40m,671
10.06.2021,Lufthansa,TLV,IEV,1 stop,8h 05m,684
10.06.2021,Lufthansa,TLV,IEV,1 stop,8h 25m,545
10.06.2021,Multiple Airlines,TLV,IEV,3 stops,11h 15m,525
10.06.2021,"Air Sinai, Egypt Air",TLV,IEV,2 stops,10h 10m,440
10.06.2021,"Royal Jordanian, Ukraine International Airlines",TLV,IEV,2 stops,7h 55m,506
