21.06.2021,SWISS,TLV,MIA,1 stop,16h 50m,"1,889"
21.06.2021,EL AL,TLV,MIA,nonstop,13h 15m,"1,624"
21.06.2021,American Airlines,TLV,MIA,nonstop,13h 15m,"1,700"
21.06.2021,SWISS,TLV,MIA,nonstop,13h 45m,"1,686"
21.06.2021,Lufthansa,TLV,MIA,nonstop,13h 45m,"1,709"
21.06.2021,American Airlines,TLV,MIA,1 stop,16h 50m,"1,796"
21.06.2021,American Airlines,TLV,MIA,1 stop,16h 50m,"1,796"
21.06.2021,Delta,TLV,MIA,1 stop,16h 55m,"1,841"
21.06.2021,Delta,TLV,MIA,1 stop,16h 55m,"1,719"
21.06.2021,United Airlines,TLV,MIA,1 stop,16h 54m,"1,719"
21.06.2021,United Airlines,TLV,MIA,1 stop,16h 54m,"1,790"
21.06.2021,United Airlines,TLV,MIA,1 stop,18h 12m,"1,766"
21.06.2021,Alitalia,TLV,MIA,1 stop,18h 12m,"1,927"
21.06.2021,American Airlines,TLV,MIA,1 stop,17h 10m,"1,927"
21.06.2021,"LOT, American Airlines",TLV,MIA,1 stop,17h 10m,"1,927"
21.06.2021,"Alitalia, SWISS",TLV,MIA,1 stop,19h 02m,"2,150"
21.06.2021,Turkish Airlines,TLV,MIA,1 stop,19h 02m,"1,719"
21.06.2021,British Airways,TLV,MIA,1 stop,17h 39m,"2,006"
21.06.2021,British Airways,TLV,MIA,1 stop,17h 39m,"2,171"
21.06.2021,American Airlines,TLV,MIA,1 stop,17h 39m,"2,897"
21.06.2021,Lufthansa,TLV,MIA,1 stop,17h 39m,"3,028"
21.06.2021,United Airlines,TLV,MIA,1 stop,19h 13m,"3,028"
21.06.2021,United Airlines,TLV,MIA,1 stop,19h 13m,"1,719"
21.06.2021,United Airlines,TLV,MIA,1 stop,17h 20m,"1,725"
21.06.2021,"LOT, American Airlines",TLV,MIA,1 stop,17h 20m,"1,814"
21.06.2021,Alitalia,TLV,MIA,1 stop,20h 17m,"1,842"
21.06.2021,"Alitalia, SWISS",TLV,MIA,1 stop,20h 17m,"1,842"
21.06.2021,"Aegean Airlines, Turkish Airlines",TLV,MIA,2 stops,29h 02m,"2,006"
21.06.2021,Air Canada,TLV,MIA,2 stops,29h 02m,"2,146"
21.06.2021,Turkish Airlines,TLV,MIA,2 stops,19h 10m,"2,171"
21.06.2021,British Airways,TLV,MIA,2 stops,19h 10m,"2,495"
21.06.2021,Air Europa,TLV,MIA,1 stop,21h 10m,"2,574"
21.06.2021,American Airlines,TLV,MIA,1 stop,21h 10m,"2,962"
21.06.2021,American Airlines,TLV,MIA,1 stop,17h 15m,"3,046"
21.06.2021,Delta,TLV,MIA,1 stop,17h 15m,"4,251"
21.06.2021,Delta,TLV,MIA,1 stop,18h 10m,"5,665"
21.06.2021,Delta,TLV,MIA,1 stop,18h 10m,"5,665"
21.06.2021,"British Airways, American Airlines",TLV,MIA,1 stop,22h 23m,"5,710"
21.06.2021,"Turkish Airlines, British Airways",TLV,MIA,1 stop,22h 23m,"5,752"
